x,y,H,map,gp,t
403.667,390.89599999999996,,14nwa,224,NCL
402.884,390.19699999999995,,14nwa,224,NCL
401.49800000000005,389.705,,14nwa,224,NCL
399.921,389.449,,14nwa,224,NCL
398.394,389.57599999999996,,14nwa,224,NCL
396.653,390.385,,14nwa,224,NCL
394.2,392.099,,14nwa,224,NCL
389.741,395.481,,14nwa,224,NCL
388.409,396.195,,14nwa,224,NCL
387.38199999999995,396.517,,14nwa,224,NCL
386.358,396.58099999999996,,14nwa,224,NCL
385.039,396.051,,14nwa,224,NCL
383.82800000000003,395.17400000000004,,14nwa,224,NCL
380.26800000000003,392.16,,14nwa,224,NCL
378.973,391.49199999999996,,14nwa,224,NCL
377.101,391.06,,14nwa,224,NCL
374.13800000000003,390.848,,14nwa,224,NCL
365.99800000000005,391.272,,14nwa,224,NCL
364.48400000000004,391.569,,14nwa,224,NCL
360.125,394.94300000000004,,14nwa,224,NCL
357.051,397.649,,14nwa,224,NCL
354.582,400.151,,14nwa,224,NCL
352.74800000000005,402.405,,14nwa,224,NCL
352.348,403.249,,14nwa,224,NCL
352.282,404.25300000000004,,14nwa,224,NCL
352.526,406.949,,14nwa,224,NCL
352.35900000000004,407.892,,14nwa,224,NCL
351.86800000000005,408.67199999999997,,14nwa,224,NCL
350.36699999999996,409.952,,14nwa,224,NCL
347.82300000000004,411.76300000000003,,14nwa,224,NCL
346.463,413.235,,14nwa,224,NCL
345.28,414.86199999999997,,14nwa,224,NCL
343.483,418.44,,14nwa,224,NCL
341.73400000000004,423.125,,14nwa,224,NCL
342.00699999999995,424.644,,14nwa,224,NCL
341.33,425.86800000000005,,14nwa,224,NCL
338.67199999999997,428.92,,14nwa,224,NCL
338.01,431.339,,14nwa,224,NCL
338.76199999999994,434.788,,14nwa,224,NCL
340.916,439.05199999999996,,14nwa,224,NCL
227.169,401.079,,14nwa,225,NCL
227.044,403.129,,14nwa,225,NCL
226.296,404.445,,14nwa,225,NCL
224.36599999999999,406.94300000000004,,14nwa,225,NCL
224.049,407.785,,14nwa,225,NCL
224.15599999999998,408.656,,14nwa,225,NCL
224.71400000000003,409.55400000000003,,14nwa,225,NCL
226.05700000000002,411.332,,14nwa,225,NCL
226.267,412.164,,14nwa,225,NCL
225.83599999999998,412.898,,14nwa,225,NCL
223.764,414.656,,14nwa,225,NCL
222.1,417.20599999999996,,14nwa,225,NCL
221.615,418.6,,14nwa,225,NCL
221.426,421.092,,14nwa,225,NCL
221.31599999999997,425.619,,14nwa,225,NCL
220.99,426.509,,14nwa,225,NCL
219.854,427.584,,14nwa,225,NCL
219.24599999999998,428.371,,14nwa,225,NCL
219.047,429.337,,14nwa,225,NCL
218.94,431.401,,14nwa,225,NCL
218.56099999999998,432.278,,14nwa,225,NCL
217.235,433.76,,14nwa,225,NCL
215.03599999999997,435.88599999999997,,14nwa,225,NCL
214.502,436.69599999999997,,14nwa,225,NCL
214.11599999999999,438.145,,14nwa,225,NCL
214.041,440.181,,14nwa,225,NCL
214.412,442.699,,14nwa,225,NCL
214.53799999999998,444.685,,14nwa,225,NCL
213.873,447.58,,14nwa,225,NCL
212.282,452.38599999999997,,14nwa,225,NCL
210.335,456.968,,14nwa,225,NCL
209.655,457.691,,14nwa,225,NCL
208.64700000000002,458.05,,14nwa,225,NCL
207.68200000000002,458.00300000000004,,14nwa,225,NCL
205.715,457.499,,14nwa,225,NCL
204.768,457.871,,14nwa,225,NCL
203.878,459.065,,14nwa,225,NCL
203.05200000000002,460.92199999999997,,14nwa,225,NCL
202.65900000000002,462.36699999999996,,14nwa,225,NCL
202.917,464.46,,14nwa,225,NCL
202.75900000000001,465.355,,14nwa,225,NCL
202.09,466.005,,14nwa,225,NCL
200.274,467.092,,14nwa,225,NCL
199.382,468.26,,14nwa,225,NCL
197.77599999999998,471.365,,14nwa,225,NCL
195.87,476.023,,14nwa,225,NCL
195.799,477.583,,14nwa,225,NCL
195.482,478.449,,14nwa,225,NCL
194.155,479.26,,14nwa,225,NCL
193.421,479.894,,14nwa,225,NCL
193.187,481.899,,14nwa,225,NCL
192.736,482.749,,14nwa,225,NCL
192.11700000000002,483.346,,14nwa,225,NCL
601.77,287.363,,14nwa,226,NCL
603.435,290.534,,14nwa,226,NCL
604.4259999999999,291.474,,14nwa,226,NCL
605.524,291.311,,14nwa,226,NCL
607.227,290.283,,14nwa,226,NCL
610.915,287.668,,14nwa,226,NCL
611.997,287.281,,14nwa,226,NCL
612.9019999999999,287.462,,14nwa,226,NCL
613.536,288.665,,14nwa,226,NCL
614.444,291.65,,14nwa,226,NCL
615.254,293.52299999999997,,14nwa,226,NCL
616.377,295.30400000000003,,14nwa,226,NCL
617.075,296.019,,14nwa,226,NCL
617.886,296.486,,14nwa,226,NCL
619.7769999999999,296.95599999999996,,14nwa,226,NCL
622.364,297.08,,14nwa,226,NCL
626.868,296.777,,14nwa,226,NCL
633.332,295.976,,14nwa,226,NCL
635.885,295.961,,14nwa,226,NCL
637.898,296.289,,14nwa,226,NCL
638.756,296.628,,14nwa,226,NCL
639.377,297.541,,14nwa,226,NCL
639.313,298.526,,14nwa,226,NCL
638.396,299.676,,14nwa,226,NCL
635.4540000000001,302.66700000000003,,14nwa,226,NCL
635.0840000000001,303.488,,14nwa,226,NCL
635.015,304.39,,14nwa,226,NCL
635.202,305.37,,14nwa,226,NCL
635.7919999999999,306.88,,14nwa,226,NCL
637.12,309.04400000000004,,14nwa,226,NCL
638.141,309.35900000000004,,14nwa,226,NCL
641.645,309.121,,14nwa,226,NCL
643.116,309.231,,14nwa,226,NCL
645.457,310.151,,14nwa,226,NCL
646.497,310.13,,14nwa,226,NCL
649.729,309.645,,14nwa,226,NCL
650.55,309.832,,14nwa,226,NCL
651.154,310.388,,14nwa,226,NCL
651.656,311.212,,14nwa,226,NCL
652.2040000000001,312.756,,14nwa,226,NCL
652.49,314.94599999999997,,14nwa,226,NCL
652.411,315.909,,14nwa,226,NCL
652.069,316.795,,14nwa,226,NCL
649.813,319.765,,14nwa,226,NCL
649.337,320.613,,14nwa,226,NCL
649.15,321.482,,14nwa,226,NCL
649.369,322.411,,14nwa,226,NCL
649.89,323.349,,14nwa,226,NCL
650.9159999999999,324.607,,14nwa,226,NCL
652.794,326.276,,14nwa,226,NCL
654.971,327.575,,14nwa,226,NCL
656.38,327.996,,14nwa,226,NCL
659.0319999999999,327.923,,14nwa,226,NCL
659.998,328.01800000000003,,14nwa,226,NCL
660.7860000000001,328.414,,14nwa,226,NCL
661.301,329.223,,14nwa,226,NCL
662.1060000000001,331.228,,14nwa,226,NCL
662.752,331.93199999999996,,14nwa,226,NCL
664.0880000000001,332.601,,14nwa,226,NCL
666.573,333.19300000000004,,14nwa,226,NCL
667.5989999999999,333.168,,14nwa,226,NCL
668.553,332.865,,14nwa,226,NCL
672.4060000000001,330.26599999999996,,14nwa,226,NCL
674.1310000000001,329.264,,14nwa,226,NCL
675.487,328.861,,14nwa,226,NCL
676.921,328.86400000000003,,14nwa,226,NCL
678.925,329.329,,14nwa,226,NCL
683.44,330.666,,14nwa,226,NCL
684.83,330.69699999999995,,14nwa,226,NCL
685.67,330.421,,14nwa,226,NCL
686.408,329.83099999999996,,14nwa,226,NCL
688.437,327.33,,14nwa,226,NCL
689.199,326.64599999999996,,14nwa,226,NCL
690.518,325.948,,14nwa,226,NCL
693.8639999999999,324.711,,14nwa,226,NCL
695.5039999999999,323.656,,14nwa,226,NCL
696.7810000000001,322.079,,14nwa,226,NCL
698.7280000000001,318.95099999999996,,14nwa,226,NCL
700.0310000000001,317.557,,14nwa,226,NCL
700.823,317.122,,14nwa,226,NCL
701.755,316.974,,14nwa,226,NCL
704.9789999999999,317.39099999999996,,14nwa,226,NCL
706.529,317.44599999999997,,14nwa,226,NCL
707.428,317.189,,14nwa,226,NCL
708.9580000000001,316.10400000000004,,14nwa,226,NCL
710.362,314.756,,14nwa,226,NCL
714.605,309.60900000000004,,14nwa,226,NCL
718.195,306.07099999999997,,14nwa,226,NCL
722.07,302.848,,14nwa,226,NCL
725.299,300.488,,14nwa,226,NCL
727.94,298.931,,14nwa,226,NCL
729.03,298.64,,14nwa,226,NCL
730.0110000000001,298.70599999999996,,14nwa,226,NCL
731.433,299.85200000000003,,14nwa,226,NCL
733.067,301.77099999999996,,14nwa,226,NCL
735.087,304.836,,14nwa,226,NCL
736.132,307.025,,14nwa,226,NCL
735.796,308.043,,14nwa,226,NCL
734.716,309.769,,14nwa,226,NCL
732.862,312.204,,14nwa,226,NCL
732.196,313.506,,14nwa,226,NCL
731.9060000000001,314.937,,14nwa,226,NCL
732.0010000000001,319.039,,14nwa,226,NCL
731.827,320.47900000000004,,14nwa,226,NCL
731.302,321.307,,14nwa,226,NCL
730.43,321.931,,14nwa,226,NCL
727.6039999999999,323.004,,14nwa,226,NCL
721.268,324.92,,14nwa,226,NCL
719.485,325.681,,14nwa,226,NCL
718.324,326.45099999999996,,14nwa,226,NCL
717.875,327.335,,14nwa,226,NCL
717.422,329.44,,14nwa,226,NCL
717.325,332.458,,14nwa,226,NCL
717.158,333.431,,14nwa,226,NCL
715.7860000000001,337.17699999999996,,14nwa,226,NCL
712.6560000000001,344.01199999999994,,14nwa,226,NCL
712.062,344.836,,14nwa,226,NCL
710.921,345.801,,14nwa,226,NCL
709.008,346.42699999999996,,14nwa,226,NCL
702.9789999999999,348.67400000000004,,14nwa,226,NCL
701.335,349.772,,14nwa,226,NCL
696.4169999999999,354.05199999999996,,14nwa,226,NCL
688.783,359.792,,14nwa,226,NCL
683.812,363.202,,14nwa,226,NCL
679.8989999999999,365.35699999999997,,14nwa,226,NCL
677.153,366.49199999999996,,14nwa,226,NCL
674.2860000000001,367.37800000000004,,14nwa,226,NCL
665.3739999999999,369.374,,14nwa,226,NCL
661.005,370.51800000000003,,14nwa,226,NCL
658.2230000000001,371.528,,14nwa,226,NCL
656.0219999999999,372.595,,14nwa,226,NCL
653.969,373.931,,14nwa,226,NCL
651.663,375.82300000000004,,14nwa,226,NCL
646.567,380.779,,14nwa,226,NCL
643.173,383.787,,14nwa,226,NCL
640.26,385.704,,14nwa,226,NCL
637.102,387.25800000000004,,14nwa,226,NCL
634.2919999999999,388.409,,14nwa,226,NCL
630.457,389.2,,14nwa,226,NCL
629.025,389.653,,14nwa,226,NCL
628.278,390.097,,14nwa,226,NCL
627.762,390.70300000000003,,14nwa,226,NCL
627.501,391.472,,14nwa,226,NCL
627.485,392.849,,14nwa,226,NCL
628.318,397.157,,14nwa,226,NCL
628.377,399.226,,14nwa,226,NCL
627.7819999999999,401.074,,14nwa,226,NCL
625.732,404.598,,14nwa,226,NCL
625.089,405.954,,14nwa,226,NCL
625.014,407.48400000000004,,14nwa,226,NCL
624.724,408.398,,14nwa,226,NCL
624.0840000000001,409.19599999999997,,14nwa,226,NCL
623.27,409.79699999999997,,14nwa,226,NCL
619.502,411.416,,14nwa,226,NCL
617.72,412.279,,14nwa,226,NCL
616.719,413.19199999999995,,14nwa,226,NCL
616.594,414.78,,14nwa,226,NCL
616.264,415.72,,14nwa,226,NCL
614.999,417.292,,14nwa,226,NCL
614.4680000000001,418.134,,14nwa,226,NCL
613.528,421.001,,14nwa,226,NCL
612.799,422.37199999999996,,14nwa,226,NCL
610.871,424.218,,14nwa,226,NCL
611.054,424.439,,14nwa,226,NCL
615.785,423.594,,14nwa,226,NCL
627.5409999999999,420.73,,14nwa,226,NCL
632.106,419.846,,14nwa,226,NCL
632.988,421.01,,14nwa,226,NCL
633.521,422.477,,14nwa,226,NCL
633.58,423.46,,14nwa,226,NCL
633.174,425.89300000000003,,14nwa,226,NCL
632.0409999999999,429.786,,14nwa,226,NCL
630.659,432.99699999999996,,14nwa,226,NCL
629.509,434.665,,14nwa,226,NCL
628.163,436.13800000000003,,14nwa,226,NCL
626.352,437.167,,14nwa,226,NCL
625.58,437.764,,14nwa,226,NCL
625.1,438.57599999999996,,14nwa,226,NCL
624.547,440.47900000000004,,14nwa,226,NCL
623.895,443.48,,14nwa,226,NCL
623.4630000000001,444.366,,14nwa,226,NCL
622.169,445.908,,14nwa,226,NCL
621.953,447.35699999999997,,14nwa,226,NCL
621.7819999999999,451.9,,14nwa,226,NCL
621.585,452.875,,14nwa,226,NCL
620.034,456.704,,14nwa,226,NCL
619.284,459.055,,14nwa,226,NCL
619.276,460.45,,14nwa,226,NCL
619.629,461.36199999999997,,14nwa,226,NCL
621.1080000000001,463.608,,14nwa,226,NCL
621.757,464.962,,14nwa,226,NCL
621.835,465.88,,14nwa,226,NCL
621.429,467.76300000000003,,14nwa,226,NCL
620.36,470.12800000000004,,14nwa,226,NCL
618.582,473.209,,14nwa,226,NCL
616.414,475.981,,14nwa,226,NCL
614.275,479.957,,14nwa,226,NCL
613.515,481.913,,14nwa,226,NCL
613.413,482.702,,14nwa,226,NCL
613.5790000000001,483.296,,14nwa,226,NCL
614.1619999999999,483.63300000000004,,14nwa,226,NCL
615.6659999999999,483.74800000000005,,14nwa,226,NCL
621.755,483.14599999999996,,14nwa,226,NCL
624.678,482.43199999999996,,14nwa,226,NCL
626.404,481.514,,14nwa,226,NCL
627.999,480.292,,14nwa,226,NCL
633.738,474.495,,14nwa,226,NCL
832.079,462.527,,14nwa,227,NCL
831.7189999999999,464.65,,14nwa,227,NCL
832.3430000000001,465.974,,14nwa,227,NCL
835.054,470.207,,14nwa,227,NCL
836.535,473.13300000000004,,14nwa,227,NCL
837.049,474.691,,14nwa,227,NCL
836.97,475.338,,14nwa,227,NCL
836.352,475.441,,14nwa,227,NCL
834.123,474.776,,14nwa,227,NCL
833.038,474.60900000000004,,14nwa,227,NCL
831.015,474.705,,14nwa,227,NCL
829.066,475.11300000000006,,14nwa,227,NCL
828.207,475.611,,14nwa,227,NCL
827.508,476.37,,14nwa,227,NCL
827.02,477.27,,14nwa,227,NCL
826.2080000000001,479.176,,14nwa,227,NCL
825.5060000000001,479.66,,14nwa,227,NCL
823.929,479.51199999999994,,14nwa,227,NCL
822.9110000000001,479.575,,14nwa,227,NCL
821.666,480.356,,14nwa,227,NCL
819.3330000000001,482.392,,14nwa,227,NCL
817.7660000000001,483.589,,14nwa,227,NCL
816.795,483.833,,14nwa,227,NCL
815.916,483.24300000000005,,14nwa,227,NCL
815.8610000000001,481.36800000000005,,14nwa,227,NCL
816.2330000000001,477.79,,14nwa,227,NCL
816.7260000000001,475.29699999999997,,14nwa,227,NCL
817.7460000000001,473.48,,14nwa,227,NCL
818.048,472.57599999999996,,14nwa,227,NCL
817.872,471.62800000000004,,14nwa,227,NCL
816.71,469.251,,14nwa,227,NCL
816.8580000000001,468.47,,14nwa,227,NCL
818.295,467.659,,14nwa,227,NCL
818.8789999999999,466.897,,14nwa,227,NCL
819.2719999999999,465.413,,14nwa,227,NCL
819.341,463.858,,14nwa,227,NCL
819.1519999999999,462.92400000000004,,14nwa,227,NCL
817.61,460.89599999999996,,14nwa,227,NCL
817.1610000000001,460.01099999999997,,14nwa,227,NCL
817.123,458.976,,14nwa,227,NCL
817.55,458.106,,14nwa,227,NCL
819.84,454.79699999999997,,14nwa,227,NCL
820.992,451.392,,14nwa,227,NCL
821.725,449.529,,14nwa,227,NCL
822.888,448.01599999999996,,14nwa,227,NCL
824.046,447.119,,14nwa,227,NCL
827.6389999999999,445.149,,14nwa,227,NCL
829.368,444.096,,14nwa,227,NCL
830.821,442.777,,14nwa,227,NCL
831.707,441.526,,14nwa,227,NCL
832.3789999999999,440.129,,14nwa,227,NCL
832.8710000000001,438.199,,14nwa,227,NCL
833.188,435.23199999999997,,14nwa,227,NCL
833.257,432.19699999999995,,14nwa,227,NCL
833.053,427.68699999999995,,14nwa,227,NCL
832.648,426.215,,14nwa,227,NCL
831.8639999999999,424.918,,14nwa,227,NCL
830.77,423.892,,14nwa,227,NCL
829.425,423.151,,14nwa,227,NCL
826.467,422.416,,14nwa,227,NCL
824.952,422.376,,14nwa,227,NCL
823.055,422.835,,14nwa,227,NCL
820.253,423.895,,14nwa,227,NCL
817.051,425.42900000000003,,14nwa,227,NCL
813.9760000000001,427.12699999999995,,14nwa,227,NCL
813.217,427.83,,14nwa,227,NCL
812.677,428.681,,14nwa,227,NCL
812.038,430.57199999999995,,14nwa,227,NCL
810.645,436.599,,14nwa,227,NCL
809.52,440.445,,14nwa,227,NCL
808.71,442.17699999999996,,14nwa,227,NCL
807.924,443.345,,14nwa,227,NCL
806.4680000000001,444.63800000000003,,14nwa,227,NCL
804.679,445.68199999999996,,14nwa,227,NCL
800.4019999999999,447.51099999999997,,14nwa,227,NCL
799.3660000000001,447.514,,14nwa,227,NCL
798.447,447.01199999999994,,14nwa,227,NCL
797.324,445.423,,14nwa,227,NCL
795.543,442.34,,14nwa,227,NCL
793.779,440.55300000000005,,14nwa,227,NCL
792.528,439.72,,14nwa,227,NCL
789.283,438.048,,14nwa,227,NCL
787.8580000000001,437.545,,14nwa,227,NCL
786.488,437.353,,14nwa,227,NCL
785.5880000000001,437.597,,14nwa,227,NCL
784.302,438.54900000000004,,14nwa,227,NCL
783.278,439.75,,14nwa,227,NCL
781.947,441.846,,14nwa,227,NCL
778.585,448.024,,14nwa,227,NCL
777.823,448.665,,14nwa,227,NCL
776.38,448.34,,14nwa,227,NCL
773.581,447.13699999999994,,14nwa,227,NCL
772.1389999999999,446.865,,14nwa,227,NCL
770.627,446.98400000000004,,14nwa,227,NCL
768.692,447.527,,14nwa,227,NCL
767.4580000000001,448.44199999999995,,14nwa,227,NCL
766.5189999999999,448.319,,14nwa,227,NCL
764.564,447.639,,14nwa,227,NCL
763.174,448.001,,14nwa,227,NCL
760.429,449.30300000000005,,14nwa,227,NCL
758.2739999999999,450.655,,14nwa,227,NCL
755.921,453.25,,14nwa,227,NCL
755.202,453.795,,14nwa,227,NCL
754.5219999999999,453.83,,14nwa,227,NCL
753.887,453.43300000000005,,14nwa,227,NCL
752.7189999999999,451.958,,14nwa,227,NCL
750.37,448.149,,14nwa,227,NCL
749.678,447.41,,14nwa,227,NCL
747.182,446.22900000000004,,14nwa,227,NCL
746.472,445.675,,14nwa,227,NCL
746.2639999999999,444.897,,14nwa,227,NCL
746.377,444.0,,14nwa,227,NCL
747.4739999999999,440.98900000000003,,14nwa,227,NCL
747.82,439.48,,14nwa,227,NCL
747.658,436.435,,14nwa,227,NCL
747.692,434.461,,14nwa,227,NCL
747.9789999999999,433.545,,14nwa,227,NCL
750.6560000000001,429.751,,14nwa,227,NCL
753.335,426.032,,14nwa,227,NCL
755.028,424.26,,14nwa,227,NCL
756.701,423.316,,14nwa,227,NCL
759.693,422.601,,14nwa,227,NCL
761.1239999999999,422.106,,14nwa,227,NCL
764.9839999999999,419.795,,14nwa,227,NCL
768.687,417.184,,14nwa,227,NCL
771.725,414.615,,14nwa,227,NCL
772.6439999999999,413.431,,14nwa,227,NCL
774.549,410.42900000000003,,14nwa,227,NCL
775.544,409.341,,14nwa,227,NCL
777.154,408.20599999999996,,14nwa,227,NCL
780.7389999999999,406.343,,14nwa,227,NCL
783.672,404.409,,14nwa,227,NCL
785.206,403.105,,14nwa,227,NCL
786.4989999999999,401.602,,14nwa,227,NCL
788.998,397.231,,14nwa,227,NCL
790.541,395.31,,14nwa,227,NCL
791.748,394.39599999999996,,14nwa,227,NCL
794.0110000000001,393.23199999999997,,14nwa,227,NCL
795.6310000000001,392.999,,14nwa,227,NCL
795.932,391.784,,14nwa,227,NCL
795.8589999999999,389.838,,14nwa,227,NCL
795.439,385.66,,14nwa,227,NCL
795.523,384.159,,14nwa,227,NCL
796.574,380.24699999999996,,14nwa,227,NCL
796.755,378.29,,14nwa,227,NCL
796.395,375.566,,14nwa,227,NCL
796.0369999999999,374.615,,14nwa,227,NCL
795.515,373.899,,14nwa,227,NCL
794.7810000000001,373.452,,14nwa,227,NCL
793.306,373.106,,14nwa,227,NCL
791.6419999999999,373.086,,14nwa,227,NCL
790.084,373.32599999999996,,14nwa,227,NCL
788.7719999999999,373.898,,14nwa,227,NCL
786.3489999999999,375.798,,14nwa,227,NCL
784.59,376.83,,14nwa,227,NCL
783.557,377.16900000000004,,14nwa,227,NCL
782.6080000000001,377.095,,14nwa,227,NCL
781.049,375.981,,14nwa,227,NCL
778.073,373.125,,14nwa,227,NCL
776.36,372.13800000000003,,14nwa,227,NCL
774.3560000000001,371.42400000000004,,14nwa,227,NCL
772.812,371.166,,14nwa,227,NCL
771.3739999999999,371.283,,14nwa,227,NCL
770.078,371.80300000000005,,14nwa,227,NCL
768.015,373.18300000000005,,14nwa,227,NCL
763.824,377.006,,14nwa,227,NCL
762.956,378.26599999999996,,14nwa,227,NCL
762.2689999999999,380.659,,14nwa,227,NCL
762.05,382.68300000000005,,14nwa,227,NCL
762.2410000000001,384.654,,14nwa,227,NCL
762.7639999999999,386.586,,14nwa,227,NCL
764.428,391.87,,14nwa,227,NCL
764.547,393.324,,14nwa,227,NCL
763.7239999999999,396.26599999999996,,14nwa,227,NCL
763.613,397.24199999999996,,14nwa,227,NCL
763.81,398.207,,14nwa,227,NCL
764.418,400.142,,14nwa,227,NCL
764.523,403.661,,14nwa,227,NCL
764.1610000000001,405.605,,14nwa,227,NCL
763.078,407.88599999999997,,14nwa,227,NCL
760.704,411.155,,14nwa,227,NCL
759.216,412.44199999999995,,14nwa,227,NCL
757.446,413.4,,14nwa,227,NCL
754.592,414.39300000000003,,14nwa,227,NCL
753.123,414.04699999999997,,14nwa,227,NCL
751.597,414.25300000000004,,14nwa,227,NCL
750.6139999999999,414.579,,14nwa,227,NCL
749.565,415.559,,14nwa,227,NCL
747.957,418.05800000000005,,14nwa,227,NCL
745.385,422.42800000000005,,14nwa,227,NCL
743.427,424.681,,14nwa,227,NCL
740.064,427.70599999999996,,14nwa,227,NCL
736.43,430.39300000000003,,14nwa,227,NCL
734.66,431.356,,14nwa,227,NCL
733.278,431.881,,14nwa,227,NCL
730.628,431.83,,14nwa,227,NCL
729.7669999999999,432.086,,14nwa,227,NCL
729.1289999999999,432.731,,14nwa,227,NCL
728.201,434.574,,14nwa,227,NCL
727.283,437.5,,14nwa,227,NCL
726.372,443.093,,14nwa,227,NCL
724.255,445.767,,14nwa,227,NCL
721.645,447.365,,14nwa,227,NCL
710.0269999999999,448.76,,14nwa,227,NCL
708.577,448.546,,14nwa,227,NCL
707.113,448.777,,14nwa,227,NCL
704.205,449.811,,14nwa,227,NCL
702.945,450.539,,14nwa,227,NCL
702.313,451.39,,14nwa,227,NCL
702.073,452.41900000000004,,14nwa,227,NCL
702.439,453.82099999999997,,14nwa,227,NCL
703.1210000000001,455.24199999999996,,14nwa,227,NCL
704.3510000000001,456.82199999999995,,14nwa,227,NCL
705.17,457.338,,14nwa,227,NCL
706.6669999999999,457.785,,14nwa,227,NCL
709.164,458.102,,14nwa,227,NCL
718.659,458.673,,14nwa,227,NCL
721.638,459.024,,14nwa,227,NCL
724.072,459.634,,14nwa,227,NCL
725.918,460.413,,14nwa,227,NCL
341.35,486.6,,14nwa,228,NCL
341.7,484.625,,14nwa,228,NCL
341.975,483.65,,14nwa,228,NCL
342.8,481.85,,14nwa,228,NCL
344.925,477.85,,14nwa,228,NCL
904.675,487.094,,14nwa,229,NCL
900.4889999999999,484.395,,14nwa,229,NCL
898.424,482.889,,14nwa,229,NCL
897.298,481.491,,14nwa,229,NCL
896.9910000000001,480.684,,14nwa,229,NCL
896.836,479.26,,14nwa,229,NCL
897.097,477.13599999999997,,14nwa,229,NCL
898.196,474.045,,14nwa,229,NCL
898.936,472.806,,14nwa,229,NCL
899.615,472.18699999999995,,14nwa,229,NCL
900.9630000000001,471.509,,14nwa,229,NCL
903.946,470.349,,14nwa,229,NCL
904.76,469.81199999999995,,14nwa,229,NCL
905.288,469.037,,14nwa,229,NCL
905.7719999999999,466.994,,14nwa,229,NCL
906.293,466.207,,14nwa,229,NCL
907.2339999999999,465.76300000000003,,14nwa,229,NCL
910.59,459.61800000000005,,14nwa,229,NCL
911.8489999999999,457.465,,14nwa,229,NCL
913.215,456.51199999999994,,14nwa,229,NCL
913.2819999999999,455.764,,14nwa,229,NCL
912.8510000000001,454.895,,14nwa,229,NCL
911.4889999999999,453.211,,14nwa,229,NCL
910.0110000000001,451.846,,14nwa,229,NCL
908.329,450.73699999999997,,14nwa,229,NCL
906.95,450.195,,14nwa,229,NCL
905.45,449.912,,14nwa,229,NCL
903.42,449.846,,14nwa,229,NCL
902.4169999999999,450.098,,14nwa,229,NCL
901.705,450.712,,14nwa,229,NCL
900.7560000000001,452.56199999999995,,14nwa,229,NCL
900.168,453.355,,14nwa,229,NCL
898.9010000000001,454.06199999999995,,14nwa,229,NCL
895.961,454.976,,14nwa,229,NCL
894.615,455.608,,14nwa,229,NCL
893.533,456.611,,14nwa,229,NCL
891.0889999999999,459.88,,14nwa,229,NCL
890.312,460.416,,14nwa,229,NCL
888.918,460.879,,14nwa,229,NCL
886.8510000000001,461.088,,14nwa,229,NCL
883.8380000000001,461.014,,14nwa,229,NCL
878.857,460.42,,14nwa,229,NCL
877.311,460.477,,14nwa,229,NCL
876.441,460.91900000000004,,14nwa,229,NCL
875.2410000000001,462.474,,14nwa,229,NCL
873.263,465.421,,14nwa,229,NCL
872.566,466.121,,14nwa,229,NCL
868.6139999999999,468.87800000000004,,14nwa,229,NCL
868.3480000000001,469.34,,14nwa,229,NCL
338.025,487.85,,14nwa,230,NCL
337.975,485.3,,14nwa,230,NCL
338.075,484.325,,14nwa,230,NCL
338.225,483.85,,14nwa,230,NCL
338.8,482.5,,14nwa,230,NCL
339.475,481.175,,14nwa,230,NCL
342.175,476.45,,14nwa,230,NCL
733.633,428.022,,14nwa,231,NCL
729.802,425.51099999999997,,14nwa,231,NCL
728.919,425.33099999999996,,14nwa,231,NCL
727.9630000000001,425.596,,14nwa,231,NCL
725.817,427.106,,14nwa,231,NCL
724.378,428.61,,14nwa,231,NCL
723.93,429.481,,14nwa,231,NCL
723.6239999999999,431.392,,14nwa,231,NCL
723.678,436.481,,14nwa,231,NCL
723.48,438.45599999999996,,14nwa,231,NCL
722.865,440.44599999999997,,14nwa,231,NCL
722.075,441.79400000000004,,14nwa,231,NCL
721.377,442.465,,14nwa,231,NCL
719.692,443.36699999999996,,14nwa,231,NCL
717.82,444.07300000000004,,14nwa,231,NCL
713.828,445.064,,14nwa,231,NCL
710.336,445.561,,14nwa,231,NCL
705.182,445.647,,14nwa,231,NCL
701.753,445.964,,14nwa,231,NCL
699.9960000000001,446.55300000000005,,14nwa,231,NCL
699.298,447.25,,14nwa,231,NCL
698.495,448.66,,14nwa,231,NCL
697.441,451.591,,14nwa,231,NCL
697.025,454.155,,14nwa,231,NCL
697.209,455.561,,14nwa,231,NCL
697.5980000000001,456.421,,14nwa,231,NCL
699.2660000000001,458.39,,14nwa,231,NCL
701.2310000000001,460.01099999999997,,14nwa,231,NCL
702.562,460.76300000000003,,14nwa,231,NCL
703.998,461.255,,14nwa,231,NCL
708.935,461.86800000000005,,14nwa,231,NCL
718.441,462.57300000000004,,14nwa,231,NCL
720.914,462.923,,14nwa,231,NCL
723.329,463.707,,14nwa,231,NCL
724.203,464.166,,14nwa,231,NCL
724.908,464.847,,14nwa,231,NCL
725.737,466.19300000000004,,14nwa,231,NCL
726.5169999999999,466.718,,14nwa,231,NCL
727.938,467.095,,14nwa,231,NCL
731.9860000000001,467.675,,14nwa,231,NCL
733.3710000000001,468.157,,14nwa,231,NCL
734.185,468.88,,14nwa,231,NCL
734.683,469.76300000000003,,14nwa,231,NCL
734.6460000000001,470.7,,14nwa,231,NCL
734.1510000000001,471.68800000000005,,14nwa,231,NCL
732.987,472.585,,14nwa,231,NCL
731.556,473.208,,14nwa,231,NCL
730.056,473.50199999999995,,14nwa,231,NCL
728.1110000000001,473.32800000000003,,14nwa,231,NCL
